id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Publications>
3456	Univ Wyoming	-0.2694	-0.3636	1	305	493.9997	914
3470	N Dakota State Univ	-0.3943	-0.2655	1	197	334.999	799
3472	Univ N Texas	-0.4208	-0.438	1	381	607.9976	1298
3477	Montana State Univ	-0.204	-0.3519	1	323	412.9986	730
3481	Univ Akron	-0.5161	-0.3231	1	234	379.9971	831
3482	Univ Nevada - Las Vegas	-0.2398	-0.4591	1	274	394.9994	779
3484	Kent State Univ	-0.4788	-0.4224	1	306	458.9995	870
3485	Boston Coll	0.0445	-0.5996	1	252	365.9999	825
3488	Univ Missouri - Kansas City	-0.5099	-0.7228	1	330	449.9991	819
3505	Univ Puerto Rico	0.0414	-0.3969	1	373	461.0014	895
3573	Ryerson Univ	-0.2509	0.1236	13	197	428.9992	813
3634	Univ Toyama	-0.8623	0.6565	7	180	433.9992	872
3638	Tokyo Univ Sci	-0.7147	0.6716	7	268	476.0028	951
3642	Osaka Prefect Univ	-0.9759	0.5835	7	133	312.9999	684
3687	Curtin Univ	-0.5205	0.191	11	482	1351.0011	2194
3688	Deakin Univ	-0.4794	0.3889	11	368	1217	2000
3705	Natl Univ Cordoba	0.6565	-0.562	4	193	261.9998	746
3709	Mansoura Univ	-0.2166	0.4364	5	149	324.9996	818
3715	Ferdowsi Univ Mashhad	0.048	0.744	5	157	314.9995	1012
3717	Shahid Beheshti Univ	-0.0218	0.8183	5	114	285.9993	763
3728	Univ Putra Malaysia	-0.1851	0.655	5	238	655.0022	1762
3729	Natl Polytech Inst - IPN	0.4292	-0.5448	4	339	612.0026	1715
3730	Victoria Univ Wellington	-0.13	0.1987	11	301	472.9994	896
3737	Gyeongsang Natl Univ	-0.5038	0.8584	10	254	604.0026	1113
3739	Sogang Univ	-0.3699	0.9494	10	128	291.9992	624
3740	Kangwon Natl Univ	-0.5011	0.9093	10	257	671.0013	1108
3742	Pukyong Natl Univ	-0.5393	0.807	10	105	309.9993	687
3743	Gwangju Inst Sci & Technol	-0.3718	0.7916	10	163	346.9982	640
3744	Chungbuk Natl Univ	-0.5526	0.915	10	147	547.9997	951
3753	China Med Univ - Taiwan	-1.3378	0.2098	14	273	1115.0001	1842
3755	Natl Taipei Univ Technol	-1.2337	0.2719	14	65	263.9997	659
3756	Taipei Med Univ	-1.2993	0.2915	14	253	904.9984	1516
3760	Taiwan Chung Cheng Univ	-1.2183	0.2223	14	89	227.9993	530
7268	Univ Bordeaux	0.4901	-0.2177	9	516	1389.9995	2555
9491	Islamic Azad Univ Sci & Res Tehran	-0.0084	0.7892	5	206	561.9993	1025
9550	Univ Teknologi Malaysia	-0.2323	0.609	5	167	490.9993	1443
9592	Jiangnan Univ	-0.8684	-0.0128	2	171	511.9992	1563
9696	King Abdullah Univ Sci & Technol	-0.0773	0.1352	5	410	775.9979	1261
9698	Korea Inst Sci & Technol	-0.3268	0.9969	10	187	1032.9992	1310
9700	Yeungnam Univ	-0.3976	0.8813	10	141	624.9997	1268
9711	Dankook Univ	-0.4613	0.95	10	146	455.9987	935
9726	Inje Univ	-0.5722	1.0194	10	148	731.9992	1209
9826	Rutgers Univ	-0.0916	-0.6693	1	632	2868.9982	5399
10109	Univ Calabria	0.8284	-0.0324	8	326	496.9968	896
10113	Georgia Regents Univ Augusta	-0.6749	-0.5574	1	326	662.9995	1109
