1	1	892
1	2	1
1	3	1
1	4	1
1	5	41
1	6	3
1	7	77
1	8	1
1	9	1
1	11	6
1	12	2
1	14	1
1	16	1
1	18	29
1	20	1
1	21	30
1	22	14
1	23	2
1	24	2
1	27	2
1	30	2
1	33	1
1	37	12
1	40	7
1	43	8
1	44	5
1	45	2
1	47	1
1	48	13
1	51	1
1	53	3
1	55	1
1	56	8
1	57	16
1	63	6
1	64	6
1	69	2
1	71	17
1	76	16
1	77	1
1	78	6
1	81	10
1	83	15
1	88	2
1	94	1
1	97	11
1	103	14
1	104	2
1	107	1
1	109	2
1	116	9
1	118	2
1	119	1
1	120	3
1	122	1
1	127	2
1	128	1
1	129	1
1	141	1
1	143	1
1	145	5
1	148	1
1	150	3
1	153	10
1	154	3
1	155	4
1	161	2
1	163	1
1	165	4
1	166	9
1	168	1
1	175	1
1	182	2
1	184	1
1	189	3
1	190	5
1	199	1
1	208	6
1	217	1
2	2	643
2	3	25
2	4	1
2	5	12
2	6	14
2	9	35
2	10	2
2	12	3
2	13	29
2	14	1
2	15	3
2	16	17
2	17	4
2	19	35
2	23	3
2	24	2
2	25	3
2	26	17
2	29	23
2	31	16
2	32	4
2	33	24
2	34	9
2	35	6
2	36	1
2	38	2
2	39	13
2	40	1
2	41	8
2	45	5
2	46	2
2	47	7
2	49	5
2	51	8
2	54	7
2	55	4
2	58	24
2	59	2
2	62	1
2	66	10
2	67	2
2	68	1
2	69	1
2	70	2
2	73	10
2	75	2
2	79	1
2	80	12
2	84	4
2	85	4
2	87	17
2	89	5
2	90	3
2	100	1
2	101	1
2	102	2
2	106	8
2	110	6
2	111	3
2	112	1
2	114	6
2	115	2
2	116	1
2	119	1
2	120	2
2	122	2
2	124	2
2	126	2
2	128	1
2	129	10
2	131	1
2	133	2
2	134	2
2	137	2
2	141	2
2	144	2
2	147	1
2	148	4
2	149	4
2	152	1
2	157	4
2	158	2
2	159	1
2	160	5
2	164	1
2	167	6
2	171	1
2	172	4
2	173	1
2	175	2
2	177	1
2	179	6
2	181	1
2	185	4
2	186	2
2	191	1
2	193	3
2	194	1
2	198	6
2	199	2
2	202	1
2	207	1
2	211	1
2	212	2
2	214	1
2	218	1
2	220	4
2	221	1
2	223	1
2	226	1
2	227	2
2	228	2
2	230	3
2	231	1
2	232	1
3	3	518
3	4	4
3	5	4
3	6	120
3	9	17
3	11	1
3	12	1
3	13	1
3	14	2
3	15	4
3	16	5
3	19	13
3	20	2
3	23	2
3	24	2
3	25	5
3	26	5
3	27	2
3	28	1
3	29	5
3	31	5
3	32	4
3	33	6
3	34	5
3	39	4
3	41	21
3	42	19
3	43	1
3	46	2
3	47	35
3	49	2
3	55	31
3	58	9
3	60	3
3	62	11
3	65	6
3	66	1
3	68	1
3	69	1
3	70	2
3	73	4
3	77	3
3	78	2
3	79	1
3	80	9
3	82	2
3	84	1
3	85	1
3	87	1
3	91	2
3	92	1
3	98	1
3	100	21
3	102	10
3	105	14
3	106	2
3	107	12
3	109	1
3	110	3
3	114	1
3	115	1
3	117	2
3	124	1
3	129	2
3	133	6
3	134	1
3	136	11
3	139	2
3	142	1
3	144	3
3	146	5
3	149	3
3	150	1
3	156	1
3	158	1
3	159	2
3	160	2
3	171	1
3	175	2
3	176	1
3	179	1
3	181	8
3	182	1
3	184	2
3	185	1
3	186	1
3	197	1
3	199	7
3	202	4
3	203	4
3	207	1
4	4	450
4	5	13
4	6	2
4	8	1
4	11	12
4	12	1
4	14	36
4	15	47
4	17	1
4	18	1
4	20	11
4	23	47
4	24	5
4	25	22
4	27	16
4	28	26
4	30	7
4	32	1
4	33	5
4	34	2
4	35	2
4	36	1
4	38	1
4	45	1
4	50	14
4	52	3
4	53	4
4	54	3
4	60	31
4	61	19
4	62	2
4	67	3
4	68	14
4	69	9
4	70	1
4	72	1
4	73	1
4	77	9
4	82	6
4	86	4
4	88	1
4	91	15
4	94	10
4	95	3
4	96	8
4	97	2
4	98	14
4	99	1
4	101	2
4	104	1
4	109	1
4	110	1
4	113	1
4	115	4
4	116	2
4	117	2
4	119	1
4	121	11
4	125	1
4	127	2
4	136	1
4	138	5
4	140	2
4	149	1
4	150	1
4	151	1
4	154	1
4	159	2
4	161	3
4	162	6
4	163	3
4	170	3
4	171	1
4	174	1
4	178	6
4	180	1
4	181	1
4	183	1
4	186	1
4	187	5
4	188	9
4	189	1
4	195	1
4	197	2
4	200	4
4	201	1
4	209	3
4	210	3
4	213	1
4	215	1
4	219	2
4	222	1
4	225	2
4	229	1
5	5	445
5	6	3
5	7	9
5	9	1
5	11	3
5	14	5
5	15	9
5	16	4
5	18	3
5	20	10
5	21	8
5	22	1
5	23	9
5	24	7
